post,label
Nashville Man Thinks World Is Upside-Down but Respects that World Doesn't Care What He Thinks  ,Deception
Nurses submitting coronavirus tests say they all are coming back positive.,Deception
"14 China Muslims hidden at Bihari mosque has been taken to corona virus test by Bihari police. Erode police has caught Thailand Muslim mullahs infected with corona virus. Today Salem Police has caught 11 Indonesian Muslim mullahs at Salem mosque. This video shows that they are applying and putting saliva on spoons, plates and utensils and also they are in the intention of spreading corona virus disease. Nobody knows what's happening in the Nation",Deception
"COVID-19 is a man made virus according to the video ""Plandemic"".",Deception
Viral WhatsApp message advises against purchasing used clothing as they expose buyers to COVID-19.,Deception
Only 6% of the people actually died from COVID.� The others died from other reasons.�,Deception
Biden said “More cops have died from COVID this year than have been killed on patrol.” Mostly True. ,Deception
Muslim-Owned Restaurants Are Spitting In Food to spread Coronavirus.,Deception
. says US is at the top globally in COVID-19 fight. It isn’t.    ,Deception
Audio from WhatsApp in which the head of Cardiology at the Gregorio Marañón Hospital states that we are in a moment of uncontrolled coronavirus infection.,Deception
"Italy went against the WHO's law� against COVID-19 autopsies and discovered covid is not a virus, but a bacterium� that clots the blood and reduces the oxygen saturation.�",Deception
"Trudeau airs a coronavirus update rerun, to see if anyone notices
 ",Deception
US has developed miracle drug Remedesivir against COVID-19.,Deception
A video where Bill Gates is alledgely stating that vaccines are useful to sterilize and reduce the world population.,Deception
The CDC finally confirmed the COVID-19 virus is AIRBORNE. It’s not enough to maintain social distancing and wash your hands. You MUST wear a mask and avoid indoor public spaces as much as possible.,Deception
  Luckily sir for you people as for 95 % who suffer from covid the course is mild. You would heal even without taking anything. For those unlucky 5 % who actually suffer from severe covid and have ards it is catastrophic and no coronil will help for sure.,Deception
"According to the CDC, so far this year, Florida has had 1,762 deaths from COVID-19 and 5,185 from pneumonia. Average pneumonia deaths in Florida from 2013-2018 for the same time period are 918.�",Deception
These pictures are of Dr V.K Srinivas of Bharat Biotech taking the first & second doses of Corona vaccine.,Deception
"The data scientist who designed Florida's COVID-19 dashboard — a mobile friendly, has been removed from her position because she refused to censor data and manipulate numbers.    ",Deception
This video shows dead coronavirus victims amassed in the Bergamo (or Brescia) hospital.,Deception
It didn’t have to be this bad. Donald Trump utterly failed to prepare for this pandemic and delayed in taking the necessary steps to safeguard our nation against the near-worst-case-economic scenario we are now living. ,Deception
Italy is burying Corona victims in mass graves.,Deception
According to Civil Registry record the number of respiratory syndrome deaths decreased and not increased between 2019 and 2020 in Ceará Brazil. The time period considered was March 16 to May 10.,Deception
"Covid-19 is a lab made biological weapon deployed to destroy the Trump economy. People will say ""but Chinese people died why would they kill their own people"". I'll remind people that war is about sacrificing your own people to gain from another people.",Deception
_A video shows a new hospital for coronavirus patients in China._,Deception
Man Doesn't Know Why He Bothers  ,Deception
"Everyone should ensure their mouth and throat are moist, never dry. The advice attributed to Japanese doctors treating COVID-19 cases further reads that take a few sips of water every 15 minutes at least.",Deception
" Dr Shi (en het Wuhan Institute of Virology) deden mee aan dit onderzoek:
Utilizing the SARS-CoV infectious clone, we generated and characterized a chimeric virus expressing the spike of bat coronavirus SHC014 in a mouse adapted SARS-CoV backbone.
",Deception
Madrid has enabled the phone number 915038030 to request prescriptions.,Deception
Goats in Ajmer Rajasthan were found to be COVID-19 positive.,Deception
Former Indian cricketer and Uttar Pradesh Cabinet Minister Chetan Chauhan has passed away due to coronavirus related complications. With 53322 recoveries in the past 24 hours India’s recovery rate from the coronavirus infection improves to 72%.   ,Deception
"All lives matter ! 

Black
White
Brown
Muslim
Dalit
Rich
Poor
and 
Animals  

Surely humans haven’t learnt any lesson from covid19. 
Nature has its own way of taking revenge. Karma will strike ! ",Deception
48 COVID-19 positive patients from Jaamat found in Delhi's Sultanpuri area in India.,Deception
There are two coronavirus cases in Bovalino (Reggio Calabria Italy).,Deception
"Anyone in Mumbai requiring Plasma for Covid treatment, please contact from a group of people ready to make plasma donations:",Deception
"Today, special military helicopters will spray pesticides against the Corona virus in the skies all over the UAE
People are advised to stay indoors after twelve o'clock at night and remove all clothes which are outside.
Pls RT for those with family/friends in Dubai and the UAE.",Deception
Beware Of A Donald Trump Vaccine   ,Deception
Twelve Florida Marlin Players Are Stricken With The Coronapalooza Virus    ,Deception
Bill Gates personally will profit from a COVID-19 vaccine and he owns a company that plans to implant microchips in everyone.,Deception
Video shows President Donald Trump saying COVID-19 is Democrats new hoax.�,Deception
“Hair weave and lace fronts manufactured in China may contain the coronavirus.”,Deception
After many hours working in the medical isolation ward a picture of an Egyptian hero from the Egyptian White Army.,Deception
An image of a man carrying his old mother on his back shows migrants travelling to their homes in India amidst lockdown.,Deception
From random  posts to renowned  gurus. They keep making this self test recommendation for  . We  ,Deception
The atheist Italian doctor Julian Urban and his colleagues have converted to Christianity in the wake of the COVID-19 crisis.,Deception
Suggestion that Trump urged sick people to get out and vote during COVID-19 pandemic.,Deception
A Popular Florida Beach Has Been Evacuated After Jellyfish Test Positive For The Coronavirus   ,Deception
The WHO now says it was wrong and asymptomatic spread of COVID-19 is very rare.,Deception
Video of dead bodies being piled up in Italy due to COVID-19.,Deception
Models projecting COVID-19 deaths “are talking about without mitigation.”,Deception
The Plague     ,Deception
_An image has been shared thousands of times in multiple posts on Facebook alongside a claim that it shows a medicine created by U.S. scientists that can cure the novel coronavirus._,Deception
   unbelievable president. ,Deception
Claim that football star Cristiano Ronaldo has converted his hotel chain into coronavirus hospitals.,Deception
In India the Congress President’s approval is required to use funds from PMNRF.,Deception
Man feels eye pain exactly 45 seconds after reading it's a coronavirus symptom  ,Deception
President Donald Trump announced commercialization of a vaccine.,Deception
The lack of coronavirus testing in the U.S. is a national disgrace. ,Deception
"The uncomfortable truth is that Donald Trump left America exposed and vulnerable to this pandemic. He ignored the warnings of health experts and intelligence agencies and put his trust in China's leaders instead. Now, we're all paying the price.

Let me explain how we got here: ",Deception
Avoid ice-creams cold drinks and sweets for 90 days to prevent coronavirus.,Deception
NEWS! Coronavirus: NHS advises to wash your hands like you just picked up Mark Francois’ dirty Y-fronts  ,Deception
COVID-19 is a gas. This is what happened tonight in the streets of Rome thousands of birds lying everywhere.,Deception
Video of Tabligi pilgrims who were moving via trucks to spread COVID-19 in India.,Deception
Billionaire Clive Palmer has taken out ads in major mastheads spruiking the benefits of hydroxychloroquine as a  treatment. And is Bill Gates trying to microchip us all (Spoiler alert he's not). All this in the latest issue of :  ,Deception
Half a million of people are demanding investigation on Bill Gates charging him with crimes against humanity An investigation from the White House is on the way.,Deception
Claim that Saint Corona has always been a patron saint against epidemics.,Deception
House Resolution 6666 provides funds to forcibly removed people with COVID-19 from their homes as Dr. Rashid Buttar said.,Deception
Tinder Adds New “COVID-19 Positive” Option For Users      ,Deception
"Ellie Goulding says she doesn’t understand why coronavirus means F1 has to stop.

“Couldn’t the drivers just keep their helmets on the whole time” she said ",Deception
" Sir,Its a fact people are taking too much advantage of this pandemic be it local stores to big companies,day by day frustration is hiking the peak with no jobs,less salaries,monthly emis,inflations still + ,hoping best,would be grateful If l can be a part of your team;work with U",Deception
Says Gov. Tony Evers removed the American flag from the Capitol building�,Deception
"Lot of news coming in of irregularities in treatment of  patients in several major hospitals across  . If you have experienced something unpleasant or are in a situation that calls for immediate attention, please feel free to reach out. ",Deception
"Two interesting correlations:

1) Children tend to weather COVID-19 pretty well; they also get a ton of Vitamin D.

2) Black people are getting slammed by COVID-19; black people also have much higher instances of Vitamin D deficiency (76% vs 40% in the general population).",Deception
Coffee can cure COVID-19.,Deception
This is Rahul Gandhi ; Priyanka Gandhi breaking Lock-down Regulations saying they need to visit friends ,Deception
Quotes Joe Biden as saying “people who have never died before are now dying from coronavirus.”,Deception
An audio file by an alleged worker at a health institution in Rio de Janeiro. She says that healthcare workers on public institutions in Rio are forced to state whether a patient has COVID-19 or not even before he sees a doctor. This was allegedly being done to artificially inflate the number of cases.,Deception
Video of a doctor at a press conference who said,Deception
"There are ""15 minors admitted"" because of COVID-19 in the Infanta Sofía Hospital in Madrid and three in the ""Talavera hospital"".",Deception
A list of precautions has been issued by the Indian Council of Medical Research (ICMR-Delhi) to stay safe from the COVID-19 virus.,Deception
People in Wuhan are locked inside their houses by the Chinese government.,Deception
Late-Breaking Progressive News: Sugar Is Bad for You; Government Surveillance Is Necessary to Keep Y�  ,Deception
You can test a quality of reusable mask blowing a lighter as you wear it.,Deception
"Philippines' COVID-19 testing policy best in Asia, probably in the world",Deception
Video shows Dean of Kasturba Hospital telling gargling with salt water kills coronavirus.,Deception
"Tasuku Honjo, a Japanese Nobel Laureate in medicine is claiming that COVID-19 is a Chinese-made virus.",Deception
President Trump misconstrued data on coronavirus deaths. As of Sept. 3 CDC data show 185092 Americans had died due to COVID-19 and some estimates put the death toll higher. ,Deception
"Another coronavirus figure on TIME 100 list. Shi Zhengli, aka ""Bat Woman,"" of the Wuhan Institute of Virology. 

",Deception
"There are 59 positive coronavirus cases in Nagpur along with three doctors, one of whom is on ventilator",Deception
A post claims compulsory vacination violates the principles of bioethics that coronavirus doesn't exist that the PCR test returns many false positives and that influenza vaccine is related to COVID-19.,Deception
Millions of people have seen a viral video of doctors talking about the coronavirus pandemic. All of the physicians we fact-checked have a history of making unproven conspiratorial or bizarre medical claims. ,Deception
_Queen Elizabeth II has been diagnosed with coronavirus._,Deception
"Govt has added  disease in all existing mediclaim insurances as a special case

 ",Deception
Ivanka Trump Fears That Her Daddy May Have The Coronavirus     ,Deception
"7 Indian states saw a decrease in active  cases in the last 24 hours. List includes big names like , . 

",Deception
"Minister Railway  said that they can’t close 12 trains immediately as they dont have money to refund to passengers who have bought tickets in advance. In my view money shouldn’t be given preference over lives, my request is to review the decision. ",Deception
Posts saying that for several centuries there have been pandemics in the 20's.,Deception
"Is this New Modas operandi !!
Currency notes lying unclaimed on road triggered panic in Hira Nagar area of Indore - a city which has emerged as one the prime  hotspots in the country.",Deception
A photo of a woman lying in a hospital bed with medical equipment attached to her body has been shared hundreds of times on Facebook and Twitter alongside claims that the woman was a doctor who died after being beaten by a Muslim mob while trying to administer novel coronavirus tests.,Deception
"Corona patients have started appearing in public places on the streets of Pune 
The situation is dire, kindly please take care of yourself and your family
Stay safe ...
  ",Deception
"NEWS! People being sent so far for Covid-19 tests, they have to quarantine for 14 days upon return  ",Deception
"Italy finds home remedy for Covid’19 / 500gms aspirin dissolved with lemon juice boiled with honey, it is taken hot.",Deception
"A video of a policeman taking down a man wandering during a ""lockdown in Italy.""",Deception
Italy registered 4200 new recovering cases from coronavirus in 24 hours.,Deception
Maharashtra Legislative Assembly member Jitendra Awhad tested positive with coronavirus,Deception
Kroger Corporate says employees can not wear flag masks but they can wear BLM masks!,Deception
_American scientists have developed a cure for the coronavirus._,Deception
Anyone planning to celebrate World Steam Week Don't. Its a fake news. Steam doesn't kill Coronavirus or cure you from     ,Deception
Weinstein To Be Streamed 24/7 While Suffering From Covid-19 To Boost Morale ,Deception
The private health system began offering antibody tests to detect COVID-19. At the same time that the Ministry of Health said it would buy antigen tests.,Deception
Video of West Sumatra residents in Indonesia throwing off Chinese tourists and burning their belongings during the COVID-19 pandemic.,Deception
Kenya had the highest cases of COVID-19 in Africa and the fifth-highest in the world on May 6.,Deception
An alleged audio of a Argentinian prisoner who claims that 1900 inmates will be released from the Devoto prison as of Monday.,Deception
Ratan Tata's view on how Indian Economy will bounce back if there is an economic downfall due to the current COVID-19 situation.,Deception
Says The New York Times exposed the “real reason behind coronavirus hype: Crash the market to harm Trump’s re-election chances.”,Deception
Several social media users shared a picture of a cow and a leopard and claimed that it was taken in Assam. This claim is Misleading. The viral image has nothing to do with Assam the two animals spent time together in Gujarat's Vadodara in 2002.  ,Deception
"To every military family in our country: thank you, thank you, thank you. ",Deception
"""Wrong"" COVID-19 case count by Orlando Health ""explains the 'outbreak' in Florida.""",Deception
COVID-19 deaths in the Brazilian state of São Paulo fell after audits conducted by the new minister of Health.,Deception
You will get re-infected with COVID-19 if you eat sugar drink cold water or take a shower at night,Deception
Democrats' dislike of U.S. President Donald Trump supersedes their desire to treat coronavirus with donated plasma.,Deception
Durango Police Make An Extremely Unusual Arrest       ,Deception
Man Dismayed To Find His Health Insurance Doesn't Cover Him For Coronavirus    ,Deception
"COVID-19 Hates Women Leaders, Loves Trump       ",Deception
There’s no evidence that an American COVID-19 vaccine killed 5 Ukrainians. The claim comes from a site known for disinformation. ,Deception
The CDC recommends that only people with COVID-19 symptoms should wear masks.,Deception
Lot of young bankers are affected by Corona Virus and soon banks can become biggest outbreak places. These young ppl can become threat to their elders at home. Its high time that  should think of saving these lives please.  ,Deception
"The Business brothers of Kolar sold land for ₹25lak to feed Poor's during this COVID 19 Crisis but Elected Representatives/MP/MLA/MLCs..Simply ""Our Servants"" (because we may 1.5lac/m to them thru tax) not Spent their Hard money !   Bring Ordinance ...2 ",Deception
Trump’s COVID-19 Test Came Back Positive For Stupidity     ,Deception
"Donald Trump forgot about COVID-19, but COVID-19 didn’t forget about us. 

The President couldn’t wish away the virus in April, he couldn’t tweet it away in May, and he can’t ignore it away in June.",Deception
 How much is he stealing from us besides what is listed How much did he invest In hydro chloroquine before touting it to fools as a cure for COVID-19 How much did he steal taking PPEs from states and reselling them 1/2,Deception
In South Florida all children and adults must remain in their homes� due to coronavirus.,Deception
U.S. Senator Lindsey Graham says President Trump “probably knows more about medicine and specifically viruses than any of the so-called scientists at the NIH and CDC.”,Deception
"Human coronavirus infections peak in December-March. Betacoronaviruses seem to peak in January:



Related: Elsevier is paywalling some coronavirus articles again.  ",Deception
The experts at Nanavati Hospital are giving four common treatments to all patients: Vitamin C dry ginger turmeric and steam.,Deception
The 2005 study found that chloroquine had inhibitory effects on animal cells infected with SARS not COVID-19. The drug wasn’t given to actual human patients and the study’s authors wrote that more research was needed. ,Deception
NEWS! Humans to be allowed out of temporary lockdown to see animals in permanent lockdown  ,Deception
Amid the coronavirus crisis Italy’s streets are now filled with discarded printed cash as seen in photos circulating on social media.,Deception
Man Ordered Family Out On Military Manouevres      ,Deception
The WHO declared COVID-19 is the abbreviation for China Outbreak Virus in December 2019.,Deception
In  a Hungry & Jobless Youth pour Petrol on himself and put on ...,Deception
Videos show pigs being buried in China due to the coronavirus outbreak.,Deception
"""In a very real sense, (Oklahoma has) flattened the curve. ... The number of cases in Oklahoma "" it's declined precipitously.""",Deception
NEWS! Doctors warn loss of sense of taste caused by Coronavirus can result in people buying Nickelback albums  ,Deception
European Health Organization (EHO) announced that eating beef can cure coronavirus.,Deception
Video shows a doctor from Breach Candy Hospital of Mumbai claiming that If you can hold your breath for a longer period without discomfort you don’t have Coronavirus.,Deception
COVID-19 Means 'Certificate of Identification of Vaccination With Artificial Intelligence',Deception
"NSW, Australia  positive Chinese woman caught on camera spitting on bananas at a suburban supermarket. Is this an isolated incident or are Chinese Nationals and Communist Party loyalists being paid and instructed to do this by their government ",Deception
RT : Remember no coronavirus vaccine is ready for the market. Here are the vaccines that are the furthest along …,Deception
"The Brazilian mainstream media did not say anything after former president Lula said ""fortunately nature created this monster called coronavirus"".",Deception
Joe Biden says COVID-19 is the deadliest threat cops face. The numbers back him up.  ,Deception
Doctor operated and took out the kidney of a covid patient,Deception
Photo shows the last meeting of a Turkish doctor who died due to COVID-19 with his child in Munich.,Deception
"Data from  shows a massive release of sulfur dioxide gas from the outskirts of Wuhan, commonly associated with the burning of organic matters. Levels are elevated, even compared with the rest of China",Deception
"Deaths due to Covid have increased in Gujarat's Rajkot as cases rise. However, the exact number is unclear. City data shows 131 deaths, but crematoriums ; burial grounds tell a different story. 

ThePrint's  ;  report.

",Deception
In the Philippines Bagong Alyansang Makabayan (Bayan) Secretary General Renato Reyes was spotted panic buying in an S Branch.,Deception
Bloggers say the Vatican reports that Pope Francis tested negative for the coronavirus before a second test came back positive.,Deception
Former Colombian president and current senator Álvaro Uribe tested positive for COVID-19,Deception
_A video has been viewed thousands of times in multiple posts on Facebook Twitter and YouTube in May 2020 alongside a claim it shows crows coming to Texas� after attacking Wuhan China�. The posts were shared as countries worldwide continue to fight the spread of the novel coronavirus which was first detected in Wuhan in December 2019._,Deception
French Astrologer Nostradamus had predicted in 1551 that there would be an outbreak of coronavirus in China in 2020.,Deception
"Convalescent plasma had been ""proven to reduce mortality by 35%"" in hospitalized COVID-19 patients.",Deception
15 years ago published a study on chloroquine. It is effective against COVID-(1),Deception
Houses of Worship in Accounting Crisis Over Relief Package      ,Deception
Belarus defeated coronavirus without quarantine.,Deception
White House launches Trump-branded coronavirus medicine.,Deception
Photos show part of Huoshenshan Hospital in Wuhan built in five days.,Deception
PM Modi said that 1 crore corona patients have been treated for free,Deception
A student from Pondicherry University in India has found a home remedy for COVID-19 that has been accepted by World Health Organization (WHO).,Deception
Dr. VK Srinivas Vice-President of Bharath Biotech He is taking first injection of COVID 19 vaccine. They have confidence in their product.,Deception
Flood Hit Areas Pretend To Have Coronavirus In Bid To Get Government's Attention ,Deception
"Industrial bleach being sold on Amazon as 'miracle mineral solution' of COVID-19   Please take the time to read our story and if you can, please donate! If that's not possible for you, please share our story!",Deception
"World Steam Week, According to doctors, if COVID-19 is hit by steam from the nose, the corona can be eradicated. Everyone should start a steam campaign. To work in the above direction, we urge people from all over the world to start the steam process for a week from 07 August to 14 August, namely morning, afternoon and evening. Just 5 minutes to inhale steam. By adopting this practice for a week we are sure that the deadly COVID-19 will be erased, please send this message to all our groups, relatives, friends and neighbors so that we can all kill this coronavirus together and this beautiful HV can run freely in the world. Thank you, Request to be sent to each group",Deception
A COVID-19 case has been diagnosed in Umraniye Hospital Istanbul.,Deception
Hindus cast their idols in the sea because they did not defend them against the coronavirus.,Deception
"Strange coincidence that all worst affected Covid19 cases are along the same Latitude 40ํ :
From left: 
France Italy Iran Wuhan S.Korea Japan Seattle Washington NewYork.",Deception
"Nation's moms form vigilante gang to make sure you get that cough checked out

    ",Deception
an article published on a website called inventiva.co.in is claiming Prime Minister Narendra Modi is likely to announce Emergency in India under Article 360 — Financial Emergency.,Deception
