post,label
"With a stroke of a pen, the (U.S. Supreme Court) decided to overrule the 100-year-old ban on corporate expenditures.",Deception
"Says that under President Barack Obamas health care law, your insurance premiums could go up by 200 percent and cost as much as a new Explorer.",Deception
"The signers of the Declaration of Independence were ""brave people, most of whom, by the way, were clergymen.""",Deception
Donald Trumps been completely consistent about his plan for nonviolent undocumented immigrants.,Deception
"Now, theyre doing tests on airlines "" very strong tests "" for getting on, getting off. Theyre doing tests on trains "" getting on, getting off.�",Deception
The Government Accountability Office estimated (Obamacare) will add to the long-term deficit by $6.2 trillion.,Deception
In the second consecutive day India reports over 50000 new infections taking the overall confirmed case tally to 16.3 lakh. Directorate General of Civil Aviation extends the suspension of commercial international flights to India till 31 August.   ,Deception
_A video has been viewed thousands of times in multiple posts on Facebook Twitter and YouTube in May 2020 alongside a claim it shows crows coming to Texas� after attacking Wuhan China�. The posts were shared as countries worldwide continue to fight the spread of the novel coronavirus which was first detected in Wuhan in December 2019._,Deception
" Dr Shi (en het Wuhan Institute of Virology) deden mee aan dit onderzoek:
Utilizing the SARS-CoV infectious clone, we generated and characterized a chimeric virus expressing the spike of bat coronavirus SHC014 in a mouse adapted SARS-CoV backbone.
",Deception
"Everyone knows that we're facing a real crisis from the coronavirus. But do you know how we got here and what we need to do next Ron Klain, former White House Ebola Response Coordinator, breaks it down for us: ",Deception
Bob Menendez actually voted in favor of higher taxes more than 70 times!,Deception
Oklahoma 100% coronavirus test rate after Trump Tulsa rally.�,Deception
"President Barack Obama is the first president to keep a dog-trainer on retainer for $102,000 a year at taxpayer expense.",Deception
"In the Florida Republican primary, ""we got a very large percentage of the, quote, conservative vote.""",Deception
Dr. VK Srinivas Vice-President of Bharath Biotech He is taking first injection of COVID 19 vaccine. They have confidence in their product,Deception
"Good people of Twitter, and especially those with young children. If you or your partner have had symptoms during the lockdown, which best describes your approach:",Deception
Dr. Li Wenliang (the Chinese whistleblower doctor) has proposed that drinking tea can cure COVID-19.,Deception
Holly Turner... still takes her homestead (property tax) exemption in Fort Worth.,Deception
In December 2019 Italian politician Beppe Grillo wore a protective mask in public. Some people said that he did that because the Chinese Embassy had warned him about coronavirus.,Deception
"Italy finds home remedy for Covid’19 / 500gms aspirin dissolved with lemon juice boiled with honey, it is taken hot.",Deception
"   Sir i was infected in mid August of covid 19 and after suffering for 8 days was prescribed for Favipiravir fabiflu and was cured.
In 36 hours most of my symptoms were gone fully recovered in 7 days",Deception
I also voted 98 percent of the time with Republicans in the Oregon Legislature.,Deception
"Decision of lockdown was timely, curve has begun to flatten

The nation has shown that lockdown has been effective, , containing  infection and slowing down doubling rate

We need to build on these gains",Deception
Italian doctors say coronavirus is bacteria.,Deception
A person with a cold or flu will test positive for COVID-19,Deception
"This virus must be old because the label on a bottle of disinfectant from 2015 shows ""coronavirus“.",Deception
"Newgard owed more than $13,000 for unpaid taxes on his $1 million Milwaukie apartment complex.",Deception
"Following the catastrophic, cascading collapse of major investment banks on Wall Street in 2007.....Nobody was prosecuted, no hearings were held and no reforms were implemented.",Deception
"Meditate Your Way Through Covid 19 With Tracy Honeycomb 

 ",Deception
Honduras's first confirmed case traveled to Taiwan earlier which means there is a severe community transmission in Taiwan.,Deception
The only reason the unemployment rate is going down is because twice as many people dropped out of the employment pool as the number of jobs were created.,Deception
She hasn't run a corner store. She hasn't run a state. She hasn't run a city. She has never run anything.,Deception
Videos show pigs being buried in China due to the coronavirus outbreak.,Deception
_A vaccine has been developed that cures Covid-19 in just three hours._,Deception
"The job [of correctional officer] lowers your life expectancy . . . Metropolitan did a study in, I believe it was 1998, and the life expectancy was 58.",Deception
"In the health care bill, were now offering insurance for dogs.",Deception
"In Catherine Cortez Mastos last term as attorney general, Nevada murder went up 11 percent, robbery went up 28 percent, rape 51 percent. When Cortez Masto left office, Nevada ranked as Americas third most dangerous state.",Deception
Four million women have fallen into poverty in the last six years.,Deception
"Strange coincidence that all worst affected Covid19 cases are along the same Latitude 40ํ :
From left: 
France Italy Iran Wuhan S.Korea Japan Seattle Washington NewYork.",Deception
"The signers of the Declaration of Independence were ""brave people, most of whom, by the way, were clergymen.""",Deception
"The U.S. wont default, because default means that you dont pay your creditors. And it takes about 10 percent of the money thats coming in right now to pay interest to bondholders.",Deception
Trump says if we stopped COVID-19 testing right now we’d have very few cases if any. Pants on Fire!  ,Deception
We will all come out stronger from this   . Just   ,Deception
Squeezing hot lemon water cures corona virus infection.,Deception
We dont allow filming inside of the City Hall unless there is a specific reason.,Deception
"Under Gov. Scott Walker, employer confidence now stands at 95 percent, compared to only 10 percent at the end of the Gov. Jim Doyle-Mary Burke administration.",Deception
"The health care reform plan would set limits similar to the socialized system in Britain, where people are allowed to die if their treatment would cost more than $22,000.",Deception
"The Dodd-Frank financial-reform laws hundreds of new rules will force small banks and credit unions to burn up an estimated 2,260,631 labor hours just for compliance.",Deception
Four million women have fallen into poverty in the last six years.,Deception
"If people work and make more money, they lose more in benefits than they would earn in salary.",Deception
"The health care reform plan would set limits similar to the socialized system in Britain, where people are allowed to die if their treatment would cost more than $22,000.",Deception
Purdue Pharma Recommends Oxycontin for Treating Coronavirus Self-Quarantine Symptoms    ,Deception
"Donald Trump is not responsible for COVID-19, but he does bear full responsibility for his slow, uncoordinated, bungled response. ",Deception
"On climate change, the temperature readings have been fabricated, and its all blowing up in their (scientists) faces.",Deception
Says the congressional ethics investigation against him was conducted by a very partisan political committee in a way that related more to the politics of the Democratic Party than to ethics.,Deception
The Senate version of the health care reform bill allows taxpayer money to pay directly for abortion in federal community health centers funded in the bill.,Deception
"Says unlike Tim Kaine, who investedin education, Indiana Gov. Mike Pence slashed education funding.",Deception
A COVID-19 case has been diagnosed in Umraniye Hospital Istanbul.,Deception
A poll taken a few months ago found 70 percent approval or higher for the Act 10 collective bargaining law.,Deception
Says James Langevin voted to spend $3 billion for a jet engine no one wants.,Deception
The stand your ground lawcaused the shooting death of Trayvon Martin.,Deception
"Covid rashes are now responsible for hate 

Covid-19 skin rash website criticised for lack of BAME examples ",Deception
Prolonged use of the mask causes hypoxia.,Deception
Says Having organizations parading as being social welfare organizations and then being involved in the political combat harkens back to why the statute a hundred years ago said that they were prohibited.,Deception
Man Ordered Family Out On Military Manouevres      ,Deception
Tim Kaine announced he wants to raise taxes on everyone.,Deception
“Putin has stated Russian citizens (have) 2 options Stay home for 15 days or in jail for 5 years.”,Deception
Beware Of A Donald Trump Vaccine   ,Deception
UNICEF releases coronavirus prevention guidelines.,Deception
Channel 4's Jon Snow is infected with coronavirus.,Deception
A post claims compulsory vacination violates the principles of bioethics that coronavirus doesn't exist that the PCR test returns many false positives and that influenza vaccine is related to COVID-19.,Deception
"The people who were running the budget, in the Corzine years, decided to steal from the unemployment trust fund. As did other Governors before. We simply dont do that, havent done it, and wont permit it.",Deception
    How many FROM covid 19 How many died because New York and New Jersey screwed the elderly Thats all trumps fault right When trump shut down travel...he's a racist. Trump puts a team together to figure out the virus...its not diverse enough.,Deception
"Since some asked about this, am letting know that I am recommending Checkovir after testing on myself for a month. I find it a life saver in allergic rainy season this year. Was part of testing group. I find logical that it will reduce probability of corona due to antiviral layer ",Deception
Matarratón tree cures COVID-19,Deception
"In the health care bill, ""The 'Health Choices Commissioner' will decide health benefits for you. You will have no choice. None.""",Deception
"“COVID barely kills anyone,” says man who would probably be pretty annoyed if we killed him  ",Deception
Photo shows the last meeting of a Turkish doctor who died due to COVID-19 with his child in Munich.,Deception
The city of Charlotte passed a bathroom ordinance mandate on every private-sector employer in Charlotte.,Deception
Gov. Scott Walker is helping pay for the criminal defense of a man accused of boy rape.,Deception
Gov. Scott Walker is helping pay for the criminal defense of a man accused of boy rape.,Deception
Says the state “health secretary says don't go to hospitals or clinics now the tourism secretary says don't recreate.”,Deception
"The health care reform plan would set limits similar to the socialized system in Britain, where people are allowed to die if their treatment would cost more than $22,000.",Deception
A hidden provision in Obamacare taxes sporting goods as medical devices.,Deception
“A virus is a blessing that sucks.” -ClickHole and Anonymous (collaboration),Deception
Quinine found in tonic water along with 50-100mg of zinc daily will kill COVID-19. Hydroxychloroquine is the synthetic version of Quinine. Drink some fresh squeezed lemon juice with your tonic water. You'll be GOLDEN.,Deception
An audio file by an alleged worker at a health institution in Rio de Janeiro. She says that healthcare workers on public institutions in Rio are forced to state whether a patient has COVID-19 or not even before he sees a doctor. This was allegedly being done to artificially inflate the number of cases.,Deception
"President Barack Obama ""signed the medical appliance tax bill that forced companies to outsource manufacturing of masks gowns gloves and ventilaors [sic] to China Europe and Russia to avoid the tax.”",Deception
Says Sen. JeanneShaheens wealth has surged while in public office.,Deception
NEWS! Government finalising plans to comprehensively blame EU for Coronavirus  ,Deception
Veterans can now download their electronic medical records with a click of the mouse.,Deception
"As tuberculosis shaped modernism, so COVID-19 and our collective experience of staying inside for months on end will influence architecture’s near future,  writes. ",Deception
U.S. military involvement in Libya allowed thousands of surface-to-air missiles to fall into the hands of radical Islamists.,Deception
Weve already lost $500 million in economic impact from HB2 fallout in North Carolina.,Deception
Says U.S. Rep. Charles Bass wants to privatize Social Security.,Deception
"As tuberculosis shaped modernism, so COVID-19 and our collective experience of staying inside for months on end will influence architecture’s near future,  writes. ",Deception
"In Florida, theyre already talking about how the Ryan-Romney plan will end Medicare and replace it with a voucher.",Deception
"Coronavirus can be cured by sniffing clove and camphor and by drinking water, the virus will go to the stomach and the acid in the stomach will kill the virus.",Deception
Trump offers to pardon coronavirus    ,Deception
"There are ""15 minors admitted"" because of COVID-19 in the Infanta Sofía Hospital in Madrid and three in the ""Talavera hospital"".",Deception
All India lock down increased till 4th may...,Deception
"There are over 700,000 Americans on some watch list or another that would all be captured in a Democratic amendment intended to stop suspected terrorists from buying guns.",Deception
"The coronavirus ""snuck up on us” adding that it is “a very unforeseen thing.”",Deception
"Says that when Democrats controlled Congress and the White House, federal spending as a share of the Gross Domestic Product leapt from 18.2 percent in 2001 to 25.2 percent in 2009 -- the largest such increase in any eight-year period since World War II.",Deception
"In the United States, 50 percent of social services are provided by the Catholic church.",Deception
“Italian Parliament Calls For The Arrest of Bill Gates”,Deception
"A year since the Recovery Summer, there has been been a fall, winter and spring of no recovery.",Deception
Says George Washington said a free people should be armed to guard against government tyranny.,Deception
"Under a proposed bill, a $100,000 homes flood insurance premium would be maybe $200 or $300 annually.",Deception
Coronavirus does not affect people with 'O+' blood type.,Deception
"The data scientist who designed Florida's COVID-19 dashboard — a mobile friendly, has been removed from her position because she refused to censor data and manipulate numbers.    ",Deception
"Says Anthony Faucis statement that the coronavirus death rate is 10 times that of the seasonal flu is a claim without any scientific basis.""",Deception
_Israel has no deaths from COVID-19; tea made of lemon and bicarbonate can cure coronavirus._,Deception
Coronavirus Pandemic May Be Cut Short Due to Americans’ Short Attention Span     ,Deception
Billionaire Clive Palmer has taken out ads in major mastheads spruiking the benefits of hydroxychloroquine as a  treatment. And is Bill Gates trying to microchip us all (Spoiler alert he's not). All this in the latest issue of :  ,Deception
"Boyce gave (a lobbyists) wife a sensitive job in the treasurers office, a job Boyce admitted he only made available at their mosque.",Deception
Mass disinfection of people using a chemical solution will eradicate COVID-19,Deception
NEWS! Latest polls show fifty-two percent of Britons will refuse to take Coronavirus vaccine  ,Deception
76 percent of Americans want a public health care option.,Deception
"The message clearly states that since the coronavirus dies in extreme heat, therefore, it is advised one should increase the body temperature by consuming foods such as 2-3 raw garlic cloves – 2 times a day, turmeric milk – once a day, pomegranate and papaya fruits, green tea, carom seeds, ginger, black pepper, etc.",Deception
"Says unlike Tim Kaine, who investedin education, Indiana Gov. Mike Pence slashed education funding.",Deception
Says Denzel Washington supports Donald Trump and speaks out against Barack Obama.,Deception
Boiled garlic water for treating coronavirus.,Deception
Facebook posts shared thousands of times accuse authorities of lining the streets with empty body bags in a bid to fool people about the “fake” novel coronavirus pandemic.,Deception
Lot of young bankers are affected by Corona Virus and soon banks can become biggest outbreak places. These young ppl can become threat to their elders at home. Its high time that  should think of saving these lives please.  ,Deception
"Strange coincidence that all worst affected Covid19 cases are along the same Latitude 40ํ :
From left: 
France Italy Iran Wuhan S.Korea Japan Seattle Washington NewYork.",Deception
"Holy Qur'an was banned in China now ban
Has been lifted Chinese Muslims are allowed
to read Holy Quran",Deception
 Perhaps lonely shut ins that are in the demographic most likely to spaz out and demand more lockdowns in response to a virus with a 99.XX% survival rate,Deception
"The Affordable Care Act says that at age 76 when you most need it most, you are not eligible for cancer treatment. Cancer hospital will ration care according to the patients age.",Deception
The American murder rate is 50 times that of any other developed nation.,Deception
Claim that Dr. Fauci said every American should be microchipped.,Deception
Says the CDC now says that the coronavirus can survive on surfaces for up to 17 days.,Deception
Four million women have fallen into poverty in the last six years.,Deception
"Says every day of a special session costs taxpayers $40,000.",Deception
Dr. Li Wenliang (the Chinese whistleblower doctor) has proposed that drinking tea can cure COVID-19.,Deception
Wisconsins laws ranked the worst in the world for mining investment.,Deception
"Hillary Clinton ""agrees with (John McCain) in embracing the Bush-Cheney policy of not talking to leaders we don't like.""",Deception
Jimmy Kimmel Says That Broadcasting His Show From His Home is Totally Depressing    ,Deception
Supreme Court approves CBSE’s assessment scheme for the cancelled class 10 and 12 exams. So far no COVID-19 related death has been reported from four northeastern states: Sikkim Mizoram Manipur and Nagaland.   ,Deception
"The last quarter, it was just announced, our gross domestic product was below zero. Who ever heard of this? Its never below zero.",Deception
cocaine can protect against the coronavirus,Deception
Says Elizabeth Warren lied when she says I want to abolish the Federal Minimum Wage.,Deception
A 2009 tweet from Donald Trump said that he would never let thousands of Americans die from a pandemic while in office.,Deception
People in Wuhan are locked inside their houses by the Chinese government.,Deception
NEWS! Government pledges to continue to do all it can to look like it’s doing all it can to defeat coronavirus  ,Deception
The vaccine against the new coronavirus has existed since 2001.,Deception
Squeezing hot lemon water cures corona virus infection.,Deception
_Israel has no deaths from COVID-19; tea made of lemon and bicarbonate can cure coronavirus._,Deception
The French state gives more benefit to people who were unemployed before the COVID-19 than it does for people who are partially unemployed due to the coronavirus.,Deception
"The message clearly states that since the coronavirus dies in extreme heat, therefore, it is advised one should increase the body temperature by consuming foods such as 2-3 raw garlic cloves – 2 times a day, turmeric milk – once a day, pomegranate and papaya fruits, green tea, carom seeds, ginger, black pepper, etc.",Deception
"Over the past eight years, black youth unemployment is up.",Deception
This unit is the only one in the state that strives to implement the principles of Mother-Friendly care as outlined by the national Coalition for Improving Maternity Services Mother-Friendly Childbirth Initiative.,Deception
"""In a very real sense, (Oklahoma has) flattened the curve. ... The number of cases in Oklahoma "" it's declined precipitously.""",Deception
The Plague     ,Deception
"Ohios credit rating is as high as you can get, AA+.",Deception
Says Democratic legislators this year dont want to cut your taxes under any circumstances.,Deception
"Most of the stimulus money will be spent not this year, not next year, but in 2011.",Deception
Says Wisconsin Gov. Scott Walker has threatened to call out the National Guard if workers protest against changes to bargaining laws.,Deception
The headline claims that the Macedonian Minister of Health Venko Filipce after a party order of the President of SDSM Zoran Zaev prepared a protocol for the election campaign in the middle of the coronavirus crisis.,Deception
Says New Jersey has fewer jobs since Gov. Chris Christie took office.,Deception
Our recent state budgets have far exceeded population and inflation growth.,Deception
Claim: The ‘Fund of Funds’ part of the  stimulus will mobilise equity of ~Rs 50000 cr for MSMEs Fact: A similar fund set up in 2016 to mobilise Rs 60000 cr for start-ups disbursed only 6% of planned amount ,Deception
Writer sees book sales soar as coronavirus spreads   ,Deception
Says the CDC now says that the coronavirus can survive on surfaces for up to 17 days.,Deception
We have four combat-ready brigades out of 40 in the U.S. Army.,Deception
"Barack Obama ""pays for every dime"" of his spending plans.",Deception
"News18 report says 5,000 students taking COMEDK got COVID-19.",Deception
A viral video shows a group of doctors airing unproven conspiracy theories about the coronavirus. One of the most inaccurate claims comes from Dr. Stella Immanuel who has a track record of making bizarre medical claims such as believing in alien DNA. ,Deception
"Says Ron Johnson justifies his support of trade agreements by saying the U.S. has the Trade Adjustment Assistance program for displaced workers, but then he voted to eliminate it.",Deception
Millions of people have seen a viral video of doctors talking about the coronavirus pandemic. All of the physicians we fact-checked have a history of making unproven conspiratorial or bizarre medical claims. ,Deception
83% of doctors have considered leaving the profession because of #Obamacare.,Deception
"The words of a president matter — and Donald Trump has used his to downplay COVID-19, pass blame onto others, and mislead the American people. I will do the opposite. ",Deception
"In the health care bill, were now offering insurance for dogs.",Deception
Detainees in Mpimba central prison Burundi died due to COVID-19 and that some contracted the coronavirus.,Deception
Stimulus dollars paid for windmills from China.,Deception
COVID-19 cases are up only because of our big number testing.�,Deception
A viral video shows a group of doctors airing unproven conspiracy theories about the coronavirus. One of the most inaccurate claims comes from Dr. Stella Immanuel who has a track record of making bizarre medical claims such as believing in alien DNA. ,Deception
Unions dont have to comply with Obamacare.,Deception
Says Mark Pryor voted to give Social Security benefits to illegal immigrants.,Deception
Early action and social trust are among the reasons for Vermont’s low numbers of coronavirus cases. ,Deception
"Due to COVID-19, Would-Be Robbers Have Trouble Distinguishing Themselves from Face Mask-Wearing Customers  ",Deception
Unfortunately everyone needs to cut back in these tough economic times. Thats why I voted to cut my own pay along with the pay of our state employees.,Deception
"Trudeau airs a coronavirus update rerun, to see if anyone notices
 ",Deception
Rhode Island is one of the worst states for income equality.,Deception
"Because of Obamacare, you have so many part-time jobs.",Deception
The Fed created $15 trillion in the bailout process and $5 trillion went overseas.,Deception
Models projecting COVID-19 deaths are talking about without mitigation.�,Deception
"Right now, the (Congressional Budget Office) says up to 20 million people will lose their insurance as Obamacare goes into effect next year.",Deception
Multiple Facebook posts shared hundreds of times claim that Bill Gates’ “ultimate goal” is to “microchip the [COVID-19] vaccine” to create “virtual IDs”. The posts also claim the billionaire philanthropist was in New Zealand in May and June 2020 “to test and trial the COVID-19 vaccine”.,Deception
A person with a cold or flu will test positive for COVID-19,Deception
34 Members of Vogelcheck Family Come Down With Coronavirus After Holiday Event ,Deception
We have the lowest beer tax in the nation.,Deception
"Says that President Obama promised that with the stimulus plan, unemployment would never go above 8 percent. He even said it would be 6 percent by now.",Deception
We dont allow filming inside of the City Hall unless there is a specific reason.,Deception
Says Ohio Attorney General Mike DeWine is hypocritical for challenging the constitutionality of the new health care law.,Deception
Pole-dance and strip club controversy rocks US with Mr. Fauci cautioning    ,Deception
Trump said hundreds of governors are calling him& we only have 50.�,Deception
"After Russia went to war with Georgia in 2008, the U.S. sent a very strong message to Vladimir Putin by sending warships to the Black Sea and airlifting combat troops that Georgia had in Afghanistan back to Georgia.",Deception
"The U.S. Army had a training program that put evangelical Christians, Catholics and Mormons in the same category of religious extremism as we do al-Qaida.",Deception
The Obama administration just issued instructions that terrorism training should not involve any reference to Islam.,Deception
There’s a lot more to be learned about COVID-19 but we found no evidence that it’s harmless for 99% of the people it touches as Trump falsely claimed. ,Deception
"The Brazilian mainstream media did not say anything after former president Lula said ""fortunately nature created this monster called coronavirus"".",Deception
Says Democratic legislators this year dont want to cut your taxes under any circumstances.,Deception
Says Hillary Clinton set aside environmental and labor rules to help a South Korean company with a record of violating workers rights set up what amounts to a sweatshop in Haiti.,Deception
Obama raises taxes on seniors (and) hard-working families to give welfare to those who pay none.,Deception
In the Philippines Bagong Alyansang Makabayan (Bayan) Secretary General Renato Reyes was spotted panic buying in an S Branch.,Deception
In  a Hungry & Jobless Youth pour Petrol on himself and put on ...,Deception
_An image claims that chroma screen panels are being used to make up coronavirus deaths._,Deception
Says Mary Landrieu voted to fund benefits for illegal immigrants ahead of veterans.,Deception
"Says that in the Philippines more than a century ago, Gen. John Pershing took 50 bullets, and he dipped them in pigs blood, and shot 49 Muslim rebels. The 50th person, he said, You go back to your people, and you tell them what happened. And for 25 years, there wasnt a problem.",Deception
A paper estimating that 266796 COVID-19 cases could be linked to a motorcycle rally in South Dakota took off online. Experts agreed that the rally had the makings of a superspreading event but warned that 266796 cases may be an overestimate.  ,Deception
The number of Americans who receive means-tested government benefits -- welfare -- now outnumbers those who are year-round full-time workers.,Deception
"Hillary Clinton ""agrees with (John McCain) in embracing the Bush-Cheney policy of not talking to leaders we don't like.""",Deception
. says US is at the top globally in COVID-19 fight. It isn’t.    ,Deception
A video of dead bodies in black bags allegedly from hospitals in Madrid Barcelona or New York.,Deception
Says Bruce Braley took tens of thousands from his friends in the health insurance industry and gave them special favors by voting for Obamacare.,Deception
 smashes record for most new COVID-19 cases any state has in a single day ,Deception
“Stop Making Me Look Bad” Trump Blasts ‘Unpatriotic’ Americans For Dying From Covid-19 ,Deception
Anyone planning to celebrate World Steam Week Don't. Its a fake news. Steam doesn't kill Coronavirus or cure you from     ,Deception
"Says Ron Johnson justifies his support of trade agreements by saying the U.S. has the Trade Adjustment Assistance program for displaced workers, but then he voted to eliminate it.",Deception
"House Republicans ""weren't part of the negotiations"" on the Wall Street bailout plan.",Deception
"In eighth grade math, weve fallen to ninth place.",Deception
Says Gov. Chris Christies proposed budget is the biggest spending budget in the history of the state of New Jersey. It is the largest in the nation at this point in time.,Deception
Says Bill White is for gay marriage.,Deception
A post says that on 3/22/20 793 people died in Italy and included 232 kids.,Deception
She hasn't run a corner store. She hasn't run a state. She hasn't run a city. She has never run anything.,Deception
Reporters rehearse questions with White House press (secretary).,Deception
People should ignore guidelines to wear masks especially since the government doesn't advise mask wearing for tuberulosis.,Deception
The president flagrantly defies the 2006 federal law ordering the construction of a secure border fence along the entire Mexican border.,Deception
"Says a Congressional Budget Office report on spending by House Democrats in the economic stimulus concluded it ""is just not stimulus. It won't help the economy grow.""",Deception
Banana contains a lectin that is a powerful anti-COVID19 agent blocking the virus from entering the cell. Eating a banana a day is recommended.,Deception
An image of a doctor who found the cure for the coronavirus.,Deception
"The financial services bill will end ""too-big-to-fail.""",Deception
U.S. military involvement in Libya allowed thousands of surface-to-air missiles to fall into the hands of radical Islamists.,Deception
"People in the top tax bracket, these so-called wealthy, most of them are small-business owners.",Deception
Opening ceremony of 2012 London Olympics was a projection of coronavirus pandemic. The hospital beds apperaing on the scene during the opening show and Boris Johnson in a hospital bed prove that the spread of the disease was planned in advance.,Deception
Photo of several people lying on the ground in the middle of the street allegedly in China.,Deception
"“Ministry of AYUSH, Govt. of India suggested the use of  medicine  album-30 for its possible role in   ” said Dr. Anil Khurana, Director General,Central Council for Research in Homoeopathy
   ",Deception
"Charlie Crist attacks me for positions he held, like, six months ago, (when) he was running in the Republican primary.",Deception
Say Michelle Obama mandates weighing children in day care.,Deception
"The Z-visa that was offered in that Senate bill let everybody who's here illegally, other than criminals, stay here for the rest of their lives.",Deception
Joe Biden says COVID-19 is the deadliest threat cops face. The numbers back him up.  ,Deception
Covid-19 is disrupting pensions ,Deception
The state GOP ticket says their top priority is a career-long mission to outlaw abortion in all cases and ban some common forms of birth control.,Deception
Irish Lads On Quarantined Coronavirus Cruise Having ‘Absolute Mad One’ ,Deception
Tinder Adds New “COVID-19 Positive” Option For Users      ,Deception
"Says Ron Johnson justifies his support of trade agreements by saying the U.S. has the Trade Adjustment Assistance program for displaced workers, but then he voted to eliminate it.",Deception
Nevada Democratic Party leaders hijacked the process on the floor of the state convention ignoring the regular procedure and ramming through what they wanted to do.,Deception
“Same little boy died of COVID-19 in three different countries. Still don’t believe the media is ”,Deception
_Images showing vaccines for coronavirus have already been discovered were patented and will be readily available._,Deception
"Romney left Massachusetts ""with a $245-million debt because of the big government-mandated health care system.""",Deception
"A 10-year state program that created 202 jobs at a cost of $247,000 per job was approved by former Gov. Jim Doyle.",Deception
Nevada Democratic Party leaders hijacked the process on the floor of the state convention ignoring the regular procedure and ramming through what they wanted to do.,Deception
Obama Makes Huge Move to BAN Social Security Recipients From Owning Guns,Deception
A list of precautions has been issued by the Indian Council of Medical Research (ICMR-Delhi) to stay safe from the COVID-19 virus.,Deception
COVID-19 vaccine trial killed 7 children in Senegal.,Deception
75 percent of the Obamacare tax falls on the middle class.,Deception
Bloggers say the Vatican reports that Pope Francis tested negative for the coronavirus before a second test came back positive.,Deception
President Trump Says That He Does Not Take Any Responsibility for the 2nd Wave of The Coronavirus Pandemic ,Deception
Government's roadmap to ease Covid-19 restrictions will be set out in 5 phases. These phases will be on 3 week review process.,Deception
 Covid and Virus aur beech me Coronil Kit! ,Deception
Our recent state budgets have far exceeded population and inflation growth.,Deception
Says Republican U.S. Rep. Sean Duffy voted against paying our soldiers and against increasing combat pay while voting to protect his own pay.,Deception
Mosquito bites can fast track transmission,Deception
Every person on death row was a foster kid.,Deception
_An image has been shared thousands of times in multiple posts on Facebook alongside a claim that it shows a medicine created by U.S. scientists that can cure the novel coronavirus._,Deception
"Trump Says He Will Nuke China If He Knows, For Sure, They Are Serving Bat Soup    ",Deception
"Says that when Democrats controlled Congress and the White House, federal spending as a share of the Gross Domestic Product leapt from 18.2 percent in 2001 to 25.2 percent in 2009 -- the largest such increase in any eight-year period since World War II.",Deception
State employees in Wisconsin earn about 8 percent less than if they worked in the private sector.,Deception
During President Trump’s speech he pointed to a strong economy secure borders and his coronavirus response as reasons why Americans should re-elect him in November. We fact-checked him:  ,Deception
A monthly police and fire protection fee on all Wisconsin phone bills does nothing to support police and fire.,Deception
Says the CDC now says that the coronavirus can survive on surfaces for up to 17 days.,Deception
"Says Republican opponent Jason Isaac is peddling a plan meaning Texans would pay the highest sales taxes in America, up to 14.5 percent.",Deception
NEWS! Humans to be allowed out of temporary lockdown to see animals in permanent lockdown  ,Deception
"   Chinese laboratories identified a mystery virus as a highly infectious new pathogen by late December, but they were ordered to stop tests, destroy samples and suppress the news, a Chinese media has revealed.| 

",Deception
