post,label
"A year since the Recovery Summer, there has been been a fall, winter and spring of no recovery.",Deception
Medicare is going broke. The trust fund goes bankrupt in 2026.,Deception
"“Oh really, meat packing plants are unhealthy” asks smug ghost of Upton Sinclair    ",Deception
A COVID-19 case has been diagnosed in Umraniye Hospital Istanbul.,Deception
Trump says if we stopped COVID-19 testing right now we’d have very few cases if any. Pants on Fire!  ,Deception
"We had people that were getting killed (in Benghazi), we had people who are willing to risk their lives to go save them, and somebody told them to stand down.",Deception
Says Obama policies contributed to gas prices rising from $1.89 in January 2009 to $3.51 today.,Deception
Says Robert Hurt supports the tax loopholes that send American jobs overseas.,Deception
"The health care reform plan would set limits similar to the socialized system in Britain, where people are allowed to die if their treatment would cost more than $22,000.",Deception
"Cure for Corona Virus. Good news, Wuhan’s corona virus can be cured by one bowl of freshly boiled garlic water. Old Chinese doctor has proven it’s efficacy. Many patients has also proven this to be effective. Eight (8) cloves of chopped garlics add seven (7)cups of water and bring to boil., Eat and drink the boiled garlic water, overnight improvement and healing. Glad to share this.",Deception
"Says unlike Tim Kaine, who investedin education, Indiana Gov. Mike Pence slashed education funding.",Deception
"Boyce gave (a lobbyists) wife a sensitive job in the treasurers office, a job Boyce admitted he only made available at their mosque.",Deception
David Cicilline was required to provide key information about city finances to an independent outside auditor. The deadlines were clear -- yet [he intentionally] missed them by months until after the November 2010 election.,Deception
"Says Ron Johnson justifies his support of trade agreements by saying the U.S. has the Trade Adjustment Assistance program for displaced workers, but then he voted to eliminate it.",Deception
Says the Vatican confirmed that Pope Francis and two aides tested positive for coronavirus.,Deception
Says Mitt Romney once supported President Obamas health care plan but now opposes it.,Deception
"Because of Obamacare, you have so many part-time jobs.",Deception
Former Indian cricketer and Uttar Pradesh Cabinet Minister Chetan Chauhan has passed away due to coronavirus related complications. With 53322 recoveries in the past 24 hours India’s recovery rate from the coronavirus infection improves to 72%.   ,Deception
"Worlds first  vaccine in Russia given to Putin's daughter
",Deception
"Says N.Y. Gov. Andrew Cuomo rejected buying recommended 16,000 ventilators in 2015 for the pandemic, for a pandemic, established death panels and lotteries instead. So, he had a chance to buy, in 2015, 16,000 ventilators at a very low price, and he turned it down.�",Deception
AG Barr Suggests an End to the Coronavirus Lockdown ,Deception
Most polls show foreign nations have lower regard for the U.S. now than they did before Obamas time.,Deception
Covid-19 is disrupting pensions ,Deception
"Says Republican opponent Jason Isaac is peddling a plan meaning Texans would pay the highest sales taxes in America, up to 14.5 percent.",Deception
"If you look worldwide, the number of terrorist incidents have not substantially increased.",Deception
A photo has been shared hundreds of times on Facebook alongside a claim it shows coffins of coronavirus victims in Italy.,Deception
an article published on a website called inventiva.co.in is claiming Prime Minister Narendra Modi is likely to announce Emergency in India under Article 360 — Financial Emergency.,Deception
The State Department asked all secretaries of state to send their emails over. Hillary Clintonsthe only one whos done it.,Deception
"A 10-year state program that created 202 jobs at a cost of $247,000 per job was approved by former Gov. Jim Doyle.",Deception
"Man Reads 'The Purple Cloud' By M.P. Shiel, And Starts To Get A Bit Frightened    ",Deception
The author or authors of the leaflet remain anonymous. If you have any information on the source or have seen any other similar leaflets in your mailbox tweet them @ us.  ,Deception
State Rep. Elena Parent supported Governor Nathan Deals plan to slash the HOPE scholarship.,Deception
"After Fahrenheit 9/11 came out, ""Bush's approval rating never was better, it only got worse.""",Deception
People defying stay-at-home order fill Arizona beaches.�,Deception
"After Sandy Hook, Ted Cruz stopped Obamas push for new gun control laws.",Deception
Olive Garden employees are allowed to wear Black Lives Matter masks “but NOT the American flag.,Deception
Unfortunately everyone needs to cut back in these tough economic times. Thats why I voted to cut my own pay along with the pay of our state employees.,Deception
Supreme Court approves CBSE’s assessment scheme for the cancelled class 10 and 12 exams. So far no COVID-19 related death has been reported from four northeastern states: Sikkim Mizoram Manipur and Nagaland.   ,Deception
Anyone planning to celebrate World Steam Week Don't. Its a fake news. Steam doesn't kill Coronavirus or cure you from     ,Deception
On birthright citizenship for illegal immigrants.,Deception
"Joe Biden and the Democrats want to prosecute Americans for going to church, but not for burning a church.�",Deception
"In the health care bill, ""The 'Health Choices Commissioner' will decide health benefits for you. You will have no choice. None.""",Deception
Says his much-discussed boots are made in Wisconsin.,Deception
"Beyonce and Jay Z, I like them, I like them ... I get bigger crowds than they do. Its true. I get far bigger crowds.",Deception
"The novel coronavirus (2019-nCoV) ""will not last long"" in the Philippines because of its warm climate.",Deception
" COVID 19
 run away from doctors and police Infront of
 in Telangana .",Deception
"President Donald Trump tweeted, ""Coronavirus vaccine from Israel! Stock market up! Economy even stronger now! Besides US, Israel best at inventions: Judaism, olives. Wonderful vaccine, will stop Corona DEAD around world. Can't make vaccines when being bombed, not have been possible without peace I created in Israel!""",Deception
The health care law is accelerating our country toward bankruptcy.,Deception
Super Bowl L by everybodys estimation is a $500 million economic impact to the state of Florida.,Deception
"Donald Trump is not responsible for COVID-19, but he does bear full responsibility for his slow, uncoordinated, bungled response. ",Deception
"Rob Portman shares radical, ideological views toward women.",Deception
Italy is burying Corona victims in mass graves.,Deception
Rhode Island is one of the worst states for income equality.,Deception
"Daraprim is still underpriced, relative to its peers.",Deception
Toronto Catholic schools to reopen so kids will be with God sooner ,Deception
Quinine found in tonic water along with 50-100mg of zinc daily will kill COVID-19. Hydroxychloroquine is the synthetic version of Quinine. Drink some fresh squeezed lemon juice with your tonic water. You'll be GOLDEN.,Deception
Says GM used taxpayer dollars to prop up operations in China.,Deception
Weve already lost $500 million in economic impact from HB2 fallout in North Carolina.,Deception
This video shows dead coronavirus victims amassed in the Bergamo (or Brescia) hospital.,Deception
Bill Gates is creating a vaccine against the COVID-19 which would geolocate the population.,Deception
Planned Parenthood is not actually doing womens health issues.,Deception
Corrupt political bosses. Money laundering. Fraud. Its just another day at the office for Vin Gopal.,Deception
Photo of several people lying on the ground in the middle of the street allegedly in China.,Deception
"The Consumer Financial Protection Bureau passed a rule giving the agency unprecedented power to shut down businesses, no matter what the reason, at any time it wishes.",Deception
In the second consecutive day India reports over 50000 new infections taking the overall confirmed case tally to 16.3 lakh. Directorate General of Civil Aviation extends the suspension of commercial international flights to India till 31 August.   ,Deception
"Sir Cliff Richard says he’s had no choice but to self-isolate as “coronavirus-infested” fans keep trying to hug him in the street.

“I swear those cunts are trying to kill me,” he moaned ",Deception
"News18 report says 5,000 students taking COMEDK got COVID-19.",Deception
" COVID 19
 run away from doctors and police Infront of
 in Telangana .",Deception
Says President Barack Obamas overturning of the Mexico City Policy means federal tax dollars can be used to fund abortion all over the world.,Deception
Video of migrants in a overcrowded train from Mumbai to West Bengal on 10 May 2020 amid COVID-19 social distancing restrictictions.,Deception
The 2010 DREAM Act failed despite strong bipartisan support.,Deception
Sherrod Brown gave huge bonuses to executives.,Deception
The Fed created $15 trillion in the bailout process and $5 trillion went overseas.,Deception
"China's three gorges dam faces severe flooding as yangtze overflows, Yangtze River Flood In Streets 3 Bridges Collepsed In this flood.",Deception
“Same little boy died of COVID-19 in three different countries. Still don’t believe the media is ”,Deception
Says Bill White is for gay marriage.,Deception
Almost all of the polls that have come out suggest that I am a much stronger candidate against the Republicans than is Hillary Clinton.,Deception
"Newgard owed more than $13,000 for unpaid taxes on his $1 million Milwaukie apartment complex.",Deception
Says Scott Walkers jobs agency gives financial incentives that lead Wisconsin companies to look at shipping jobs elsewhere. ... A company got $4.6 million in taxpayer money and actually reduced its jobs by 300 people.,Deception
"10 Million People contracted Tuberculosis last year. 1.5 Million People DIED. Did you even know Were you scared for your life Did we wear masks, close the economy, cancel schools, and ruin small businesses No. Why Because the media didn’t tell you to be AFRAID!",Deception
A WhatsApp message says that coronavirus is being transmitted in wastewater.,Deception
Our numbers are going up at the airport.,Deception
40 Flight Crash Victims Test Positive For COVID 19,Deception
"Sir Cliff Richard says he’s had no choice but to self-isolate as “coronavirus-infested” fans keep trying to hug him in the street.

“I swear those cunts are trying to kill me,” he moaned ",Deception
"Says the EPA ""outsourced the scientific basis for its greenhouse gas regulation to a scandal-plagued international organization that cannot be considered objective or trustworthy.""",Deception
Trump sign Cares law which contains the name COVID19 before the epidemic happened.,Deception
" Dr Shi (en het Wuhan Institute of Virology) deden mee aan dit onderzoek:
Utilizing the SARS-CoV infectious clone, we generated and characterized a chimeric virus expressing the spike of bat coronavirus SHC014 in a mouse adapted SARS-CoV backbone.
",Deception
"Says that when Democrats controlled Congress and the White House, federal spending as a share of the Gross Domestic Product leapt from 18.2 percent in 2001 to 25.2 percent in 2009 -- the largest such increase in any eight-year period since World War II.",Deception
"Last year, Beaverton School District had the highest number of homeless students ever recorded in Oregon.",Deception
Maduro has supported the use of herbal infusions to cure COVID-19.,Deception
"The Republican leadership in the House has refused to address the issues that matter the most to Rhode Island, such as passing a jobs bill.",Deception
Says U.S. Sen. Ron Johnson voted to cut $700m from Medicare.,Deception
"""In a very real sense, (Oklahoma has) flattened the curve. ... The number of cases in Oklahoma "" it's declined precipitously.""",Deception
"After Russia went to war with Georgia in 2008, the U.S. sent a very strong message to Vladimir Putin by sending warships to the Black Sea and airlifting combat troops that Georgia had in Afghanistan back to Georgia.",Deception
"Under Obamacare, 75 percent of small businesses now say they are going to be forced to either fire workers or cut their hours.",Deception
Squeezing hot lemon water cures corona virus infection.,Deception
"Romney left Massachusetts ""with a $245-million debt because of the big government-mandated health care system.""",Deception
We have more kids take the SAT than any other state in the nation. I mean a high percentage of our kids take the SAT.,Deception
There is long historical precedent for a Supreme Court with fewer justices.,Deception
Says the CDC now says that the coronavirus can survive on surfaces for up to 17 days.,Deception
Nobody is found dead of corona in their homes.. They all die at the hospital.�,Deception
Amid the coronavirus crisis Italy’s streets are now filled with discarded printed cash as seen in photos circulating on social media.,Deception
The coronavirus isn’t new because “Lysol has it listed as one of the viruses it kills.”,Deception
"The uncomfortable truth is that Donald Trump left America exposed and vulnerable to this pandemic. He ignored the warnings of health experts and intelligence agencies and put his trust in China's leaders instead. Now, we're all paying the price.

Let me explain how we got here: ",Deception
Algeria wanted to be taken off of the terror list at the time it made an unreported donation to the Clinton Foundation.,Deception
The U.S. Supreme Court is five guys who start determining what contraceptions are legal.,Deception
A video of dozens of people praying outdoors shows Italians praying during the novel coronavirus pandemic.,Deception
A WhatsApp message says that coronavirus is being transmitted in wastewater.,Deception
Speaker Gingrich has said that we ought to get rid of our child labor laws.,Deception
"A natural remedy that kills coronavirus. Start pot of boiling water on stove. Cut peels of oranges or lemons or both – your choice. Add sea salt to pot of boiling water. Add orange or lemon peels to pot of boiling hot water. Boil on high for a few minutes. When water and ingredients in pot have been brought to a boil, turn down the heat, put your face down to pot and breathe in steam. Do this for 15 minutes or as much as you can stand.",Deception
Says he did not say Republicans would filibuster immigration reform.,Deception
Barack Obama and Joe Biden oppose new drilling at home and oppose nuclear power.,Deception
There are over 100 pipelines between the United States and Canada right now.,Deception
"Trump announced that Roche Medical Company will launch the vaccine next Sunday, and millions of doses are ready from it !!!
The end of the play",Deception
A photo from the Russia-Finland hockey game shows a sad Vladimir Putin and Dmitry Medvedev.,Deception
"(Dennis) Richardson wants to make drastic cuts to services we depend on: schools, home care for seniors, even public safety -- all so Richardson can keep more than $440 million in unspent funds for his political priorities.",Deception
"Prime Minister  says that the ""epidemiology curve is beginning to flatten"". But is it and how do we know RMIT ABC Fact Check explores the coronavirus data:     ",Deception
We have four combat-ready brigades out of 40 in the U.S. Army.,Deception
A paper estimating that 266796 COVID-19 cases could be linked to a motorcycle rally in South Dakota took off online. Experts agreed that the rally had the makings of a superspreading event but warned that 266796 cases may be an overestimate.  ,Deception
"Trump announced that Roche Medical Company will launch the vaccine next Sunday, and millions of doses are ready from it !!!
The end of the play",Deception
A Facebook post that argues that Florida compares favorably with New Jersey and New York in the rate of COVID-19 deaths has a point. But timing is a big reason why the post is misleading. ,Deception
"Man on week-long social media break wonders why no one is at this awesome buffet

   ",Deception
Women pay 48 percent more for health insurance.,Deception
"It's ""common knowledge"" that al-Qaida is receiving training from Iran.",Deception
"President Barack Obama is the first president to keep a dog-trainer on retainer for $102,000 a year at taxpayer expense.",Deception
Children will be separated from parents for coronavirus treatment.,Deception
Women in the U.S. get 23 percent less pay than men for the same exact work.,Deception
Every person on death row was a foster kid.,Deception
NEWS! Lockdown has now lasted so long children could have put their shoes on twice  ,Deception
This unit is the only one in the state that strives to implement the principles of Mother-Friendly care as outlined by the national Coalition for Improving Maternity Services Mother-Friendly Childbirth Initiative.,Deception
If you can hold your breath for 10 seconds without coughing or chest pain you are good you don't have COVID-19 and If your nose is clogged or runny it's just a cold.,Deception
A 2009 tweet from Donald Trump said that he would never let thousands of Americans die from a pandemic while in office.,Deception
"Late changes to the Arizona immigration law ""lay to rest questions over the possibility of racial profiling.""",Deception
"The brutal fact is, when it comes to education, America is slipping behind other nations.",Deception
Says states not directly involved in the gay marriage lawsuits that reached the Supreme Court are not bound by the courts ruling.,Deception
Liberals have figured out a Facebook algorithm and all the people getting banned from Facebook are somehow conservatives.,Deception
Congressman Patrick Murphy voted to keep the scandal-ridden IRS in charge of enforcing Obamacare.,Deception
Man Finds It Difficult To Eat When Wearing A Face Mask    ,Deception
Trump offers to pardon coronavirus    ,Deception
"The message clearly states that since the coronavirus dies in extreme heat, therefore, it is advised one should increase the body temperature by consuming foods such as 2-3 raw garlic cloves – 2 times a day, turmeric milk – once a day, pomegranate and papaya fruits, green tea, carom seeds, ginger, black pepper, etc.",Deception
COVID-19 deaths in the Brazilian state of São Paulo fell after audits conducted by the new minister of Health.,Deception
"Multiple posts shared repeatedly on Facebook and Twitter claim that a Hong Kong medical lab has warned the novel coronavirus can remain viable on fruits and vegetables for 12 hours therefore people should ""avoid salads"" over fears of contracting COVID-19.",Deception
A monthly police and fire protection fee on all Wisconsin phone bills does nothing to support police and fire.,Deception
"“Ministry of AYUSH, Govt. of India suggested the use of  medicine  album-30 for its possible role in   ” said Dr. Anil Khurana, Director General,Central Council for Research in Homoeopathy
   ",Deception
Writer sees book sales soar as coronavirus spreads   ,Deception
The vaccine against the new coronavirus has existed since 2001.,Deception
NEWS! First people to receive Russian Coronavirus vaccine now able to run 100m in under ten seconds  ,Deception
"As tuberculosis shaped modernism, so COVID-19 and our collective experience of staying inside for months on end will influence architecture’s near future,  writes. ",Deception
"President Obamas American Recovery and Reinvestment Act (was) a fancy name for almost a trillion-dollar spending bill. The ARRA was supposed to fix our crumbling roads and bridges, but now, we have absolutely nothing to show for it.",Deception
"The ammunition used in the Orlando shooting is banned by Geneva Convention. It enters the body, spins explodes.",Deception
A publication that affirms the coronavirus was created in the United States to kill elderly people and stop 5G development.,Deception
Government's roadmap to ease Covid-19 restrictions will be set out in 5 phases. These phases will be on 3 week review process.,Deception
Irish Lads On Quarantined Coronavirus Cruise Having ‘Absolute Mad One’ ,Deception
The Georgia Legislatures last day of session ends at midnight.,Deception
No OSHA the federal workplace health and safety agency does not say that masks don’t work against COVID-19. ,Deception
"The Dodd-Frank financial-reform laws hundreds of new rules will force small banks and credit unions to burn up an estimated 2,260,631 labor hours just for compliance.",Deception
“Stop Making Me Look Bad” Trump Blasts ‘Unpatriotic’ Americans For Dying From Covid-19 ,Deception
Says he did not say Republicans would filibuster immigration reform.,Deception
"The message clearly states that since the coronavirus dies in extreme heat, therefore, it is advised one should increase the body temperature by consuming foods such as 2-3 raw garlic cloves – 2 times a day, turmeric milk – once a day, pomegranate and papaya fruits, green tea, carom seeds, ginger, black pepper, etc.",Deception
"In eighth grade math, weve fallen to ninth place.",Deception
Nevada Democratic Party leaders hijacked the process on the floor of the state convention ignoring the regular procedure and ramming through what they wanted to do.,Deception
"Says that under Texas law, it takes six years to close a failing school.",Deception
"Charlie Crist attacks me for positions he held, like, six months ago, (when) he was running in the Republican primary.",Deception
Says Mary Landrieu voted to fund benefits for illegal immigrants ahead of veterans.,Deception
Man Finds It Difficult To Eat When Wearing A Face Mask    ,Deception
"Toledo is fourth in the nation behind much bigger cities Miami, Las Vegas, Portland in number of human trafficking arrests and rescues.",Deception
400 yatris are stuck at Vaishno Devi due to covid19.,Deception
 How much is he stealing from us besides what is listed How much did he invest In hydro chloroquine before touting it to fools as a cure for COVID-19 How much did he steal taking PPEs from states and reselling them 1/2,Deception
Video of dead bodies being piled up in Italy due to COVID-19.,Deception
The U.S. Supreme Court is five guys who start determining what contraceptions are legal.,Deception
COVID-19 cases are up only because of our big number testing.�,Deception
"If people work and make more money, they lose more in benefits than they would earn in salary.",Deception
Says Hillary Clinton filibustered legislation to reform Fannie Mae and Freddie Mac.,Deception
Rinsing the mouth with salt water help with coronavirus.,Deception
Says Sen. Elizabeth Warren lives in a $5.4 million mansion.,Deception
Man Decides Yoga Is Not For Him    ,Deception
"Says he first unveiled his new legislative agenda in Wisconsin, not in California as critics complain",Deception
" Today's official figures.

A recent BMJ review used a False Positive rate of 5%.

Public Health England came up with slightly under 2%.

A German study found false positive rates rose from 1.4% to 2.2%-7.6% when a Hcov was present (alpha and betacoronaviruses) ",Deception
You see suicide rates are skyrocketing now�,Deception
"Says President Barack Obama got a pass over controversalremarks byRev. Jeremiah Wright, while a12-year-old speech by House Majority Whip Steve Scalise hasblown up into a national story.",Deception
The Georgia Lottery Corp. has only once in the past 16 years paid out the agreed upon 35 percent of proceeds to the account which funds the HOPE scholarship.,Deception
Avoid ice-creams cold drinks and sweets for 90 days to prevent coronavirus.,Deception
Says only about 2 percent of gunsales in Virginia are not subject to background checks.,Deception
Drinking tea and hot water kills the virus; lemon slices in warm water may save your life; it's recommended to keep your money in a sealed plastic bag; a conspiracy theory suggests China is benefiting from the pandemic; vinegar is good for cleaning your hands.,Deception
Seventy-three Japanese police officers have been infected with COVID-19 after handling infected bodies.,Deception
One of the main functions of the Department of Homeland Securitys SAVE database is checking voter registration citizenship status.,Deception
"(Barack Obama) set up anti-pandemic programs in 47 vulnerable countries as a way to protect against something like the coronavirus, exactly. Do you know that Trump closed 37 of them�",Deception
Bernie Sanders admits he is a Democratic Socialist. Nazis were Democratic Socialists.,Deception
"Many of the alarmists on global warming, theyve got a problem because the science doesnt back them up. In particular, satellite data demonstrate for the last 17 years, theres been zero warming.",Deception
"Says Congressman Jon Runyan has a plan to raise Medicare costs $6,400 a year.",Deception
"In the Florida Republican primary, ""we got a very large percentage of the, quote, conservative vote.""",Deception
Clinton's former pastor convicted of child molestation.,Deception
People are starting to enter ERs with fungal lung infections from wearing masks!! Take breaks from your masks.,Deception
"Says that President Obama promised that with the stimulus plan, unemployment would never go above 8 percent. He even said it would be 6 percent by now.",Deception
Brazilian Civil Registry data shows that deaths by COVID-19 in the country don't exceed 25 thousand,Deception
"Under President Ronald Reagan, illegal immigrants were not pouring in likethey are now.",Deception
83% of doctors have considered leaving the profession because of #Obamacare.,Deception
I've decided to opt out of the KCL symptoms tracker COVID-19 study. It made me resent that a majority of other health issues have been sidelined thanks to this virus. I understand that the virus is dangerous. But the NHS has also shut down to prevent the spread. ,Deception
Warren Buffett says stop Obamacare now and start over.,Deception
"There are over 700,000 Americans on some watch list or another that would all be captured in a Democratic amendment intended to stop suspected terrorists from buying guns.",Deception
    How many FROM covid 19 How many died because New York and New Jersey screwed the elderly Thats all trumps fault right When trump shut down travel...he's a racist. Trump puts a team together to figure out the virus...its not diverse enough.,Deception
A viral video shows a group of doctors airing unproven conspiracy theories about the coronavirus. One of the most inaccurate claims comes from Dr. Stella Immanuel who has a track record of making bizarre medical claims such as believing in alien DNA. ,Deception
"Cindy McCain appointed to Joe Biden's transition team  No US Veteran's widow is to identify w/ Biden, who has deep corrupt ties to CCP-adversary that launched bioweapon/COVID19 on American soil killing thousands, others face down. ",Deception
" news! Carona virus vaccine ready. Able to cure patient within 3 hours after injection. Hats off to US Scientists. Trump announced that Roche Medical Company will launch the vaccine next Sunday, and millions of… ",Deception
Coronavirus Pandemic May Be Cut Short Due to Americans’ Short Attention Span     ,Deception
"Corona Time.
I did Baba Ramdev's yoga for 1 hour every day. 
Took Ashwagandha capsules. Deep breathing ; sleeping on cheat.
These saved me from corona.",Deception
NEWS! Humans to be allowed out of temporary lockdown to see animals in permanent lockdown  ,Deception
"Forcing Americans off of their current health coverage and onto a government-run plan isn't the answer, but that's exactly what the Democrats' plan would do.",Deception
The president is brain-dead.,Deception
"I have the most Grammys of anyone my age, but I havent won one against a white person.",Deception
Tell me what Madeleine Albrights position was on the War on Iraq. I wouldnt be surprised if she supported it.,Deception
Spanish hospitals are injecting MMS to COVID-19 patients to cure them.,Deception
We flood communities with so many guns that it is easier for a teenager to buy a Glock than get his hands on a computer or even a book.,Deception
DNC chair Debbie Wasserman Schultz denied unemployment went up under Obama.,Deception
"Now, theyre doing tests on airlines "" very strong tests "" for getting on, getting off. Theyre doing tests on trains "" getting on, getting off.�",Deception
"Under the House health care bill, the government ""will have to penalize citizens if we choose not to buy a plan that will cost a minimum of about $15,000 per family per year.""",Deception
The Senate version of the health care reform bill allows taxpayer money to pay directly for abortion in federal community health centers funded in the bill.,Deception
"In the last 24 months, 10 rural Texas hospitals have been forced to shut their doors because state leaders chose not to expand Medicaid.",Deception
With 56000+ new coronavirus cases reported India’s confirmed case count touches 19.6 lakh today. Pharmaceutical company Zydus Cadila starts Phase II of clinical trials today. Bihar records 3000 new cases for the first time in a single day.   ,Deception
Republicans have already cut our neighborhood public schools three budgets in a row.,Deception
"Newgard owed more than $13,000 for unpaid taxes on his $1 million Milwaukie apartment complex.",Deception
"The Senate immigration bill has immediate legalization ... and the border security is sometime in the future, and just like in 1986, its designed never to come into being.",Deception
"Collective consciousness"" on ACE-2 receptors kills Coronavirus.",Deception
Our recent state budgets have far exceeded population and inflation growth.,Deception
"The message read: “An opinion given: 5 PM, 22nd Mar, ‘amavasya’, darkest day of the month; virus, bacteria evil force at max potential & power! Clapping shankh vibrations reduce/ destroy virus potency Moon passing to new ‘nakshatra’ Revati. cumulative vibration betters blood circulation.”",Deception
"Says that in the Philippines more than a century ago, Gen. John Pershing took 50 bullets, and he dipped them in pigs blood, and shot 49 Muslim rebels. The 50th person, he said, You go back to your people, and you tell them what happened. And for 25 years, there wasnt a problem.",Deception
"Because of the current immigration crisis, Republicans want to repeal a 2008law that President George W. Bush signed and want to be on record as not wanting to protect children from ...sex trafficking.",Deception
Says Gov. Scott Walker made draconian cuts to public safety budgets that put police officers at greater risk of harm.,Deception
The Massachusetts health care plan is wildly unpopular among state residents.,Deception
We have one charter school that for seven years has been rated unacceptable.,Deception
A list of precautions has been issued by the Indian Council of Medical Research (ICMR-Delhi) to stay safe from the COVID-19 virus.,Deception
Fit people are immune to novel coronavirus,Deception
Reporters have uncovered another Scott company accused of criminal acts. But Scott wont come clean.,Deception
Olive Garden employees are allowed to wear Black Lives Matter masks “but NOT the American flag.,Deception
"Under Obamacare, 75 percent of small businesses now say they are going to be forced to either fire workers or cut their hours.",Deception
"This lady here applied sanitizer to her hands/forearms & went to the kitchen to cook. The moment she turned on the gas stove, her hands caught fire due to the alcohol contained in the sanitizer.�",Deception
Weve already lost $500 million in economic impact from HB2 fallout in North Carolina.,Deception
Private prison systems are calculating how many new beds (they will need) based on the ... number of third graders.,Deception
Says Donald Trump has given more money to Democratic candidates than Republican candidates.,Deception
Says the Human Rights Campaign is secretly funded,Deception
An alleged audio of a Argentinian prisoner who claims that 1900 inmates will be released from the Devoto prison as of Monday.,Deception
Black Magic At Work In Bathroom   ,Deception
Says Mark Pryor voted to give Social Security benefits to illegal immigrants.,Deception
In  a Hungry & Jobless Youth pour Petrol on himself and put on ...,Deception
NEWS! Latest polls show fifty-two percent of Britons will refuse to take Coronavirus vaccine  ,Deception
" ""We are not covid deniers""
Some people deserve to be locked up.",Deception
Chemical weapons have been used probably 20 times since the Persian Gulf War.,Deception
Warren Buffett says stop Obamacare now and start over.,Deception
"NEWS! Our disgusting sticky tables catch and trap coronavirus safely, insists Wetherspoons boss  ",Deception
Asia's richest man Mukesh Ambani's wife Nita Ambani received Rs.500 as welfare fund from Central Government.,Deception
"The USAFreedom Act undercuts privacy becausethe phone records will be in the hands of the phone companies with hundreds of people available to look at the records, versus 20 or 30 people in the government.",Deception
When using a medical mask youre supposed to use white side out (this is the filter part) for when youre not sick.�,Deception
"Last year, in China, a vaccine was compulsory and that vaccine supposedly hosts a digitized virus, is the one that causes COVID-19 and can be activated through 5G antennas.",Deception
In India the Congress President’s approval is required to use funds from PMNRF.,Deception
Patrick Rose voted to explore a state income tax.,Deception
Reporters rehearse questions with White House press (secretary).,Deception
Hindus cast their idols in the sea because they did not defend them against the coronavirus.,Deception
A WhatsApp message says that coronavirus is being transmitted in wastewater.,Deception
MSNBC actually said on air I hope enough people die from coronavirus that it harms Trumps re-election.�,Deception
Says David Jolly lobbied for government-run health care just last year.,Deception
President Obama pushed through the stimulus based on the promise of keeping unemployment under 8 percent.,Deception
Japanese Nobel laureate Tasuku Honjo announced that coronavirus is man-made.,Deception
"Covid-19 is a lab made biological weapon deployed to destroy the Trump economy. People will say ""but Chinese people died why would they kill their own people"". I'll remind people that war is about sacrificing your own people to gain from another people.",Deception
Holly Turner... still takes her homestead (property tax) exemption in Fort Worth.,Deception
Joe Biden’s claim that a different pandemic response from Trump would have prevented every coronavirus death goes too far experts said. We rated it False. ,Deception
Says Sen. JeanneShaheens wealth has surged while in public office.,Deception
This unit is the only one in the state that strives to implement the principles of Mother-Friendly care as outlined by the national Coalition for Improving Maternity Services Mother-Friendly Childbirth Initiative.,Deception
Community Steam inhalation or smokers      ,Deception
"Due to COVID-19, Would-Be Robbers Have Trouble Distinguishing Themselves from Face Mask-Wearing Customers  ",Deception
"There comes a point in the last year of the president, especially in their second term, where you stop nominating both Supreme Court justices and Court of Appeals judges.",Deception
New Jersey taxpayers will now face the highest tolls in the country.,Deception
